1.802469136	0.04321683
1.814814815	0.03896321
1.827160494	0.03947364
1.839506173	0.03964379
1.851851852	0.04730031
1.864197531	0.0461093
1.87654321	0.04934205
1.888888889	0.05563742
1.901234568	0.06754757
1.913580247	0.07180119
1.925925926	0.09085743
1.938271605	0.09579164
1.950617284	0.11297628
1.962962963	0.12675803
1.975308642	0.14156064
1.987654321	0.16350935
2	0.18528791
2.012345679	0.20162183
2.024691358	0.22544213
2.037037037	0.25130417
2.049382716	0.2877152
2.061728395	0.31732043
2.074074074	0.33892884
2.086419753	0.36206856
2.098765432	0.4151538
2.111111111	0.78130584
2.12345679	0.51247674
2.13595679	0.76497192
2.14845679	0.53255385
2.16095679	0.7641212
2.173615018	0.714609
2.186273246	0.68075015
2.198931474	0.67428464
